"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
239,"","IBIZA",60.397585,663189.299839,2288654.997017,663145.641983,2288696.498713,663166.185351,2288674.391102
240,"","MALLORCA VILLA",38.526418,663040.174847,2288797.369113,663062.546303,2288828.734745,663051.360575,2288813.051929
241,"","MALLORCA VILLA",20.916682,663060.898559,2288782.108185,663077.420031,2288769.280537,663069.159295,2288775.694361
242,"","MALLORCA VILLA",28.759325,663015.979391,2288812.893977,663040.174847,2288797.369113,663028.288409,2288805.460084
243,"","ANDALUCIA",40.468883,663207.903359,2288818.988825,663245.151999,2288803.168921,663226.527679,2288811.078873
244,"","CENTRAL",108.683121,663187.544447,2288711.811865,663245.151999,2288803.168921,663220.734441,2288754.840106
245,"","ANDALUCIA",15.465511,663034.746367,2288891.546265,663020.925055,2288898.485529,663027.835711,2288895.015897
246,"","MALAGA",18.392634,663225.379967,2288873.960473,663229.278463,2288891.904153,663227.595796,2288882.885851
247,"","MALAGA",34.404003,663233.605375,2288950.672281,663231.771647,2288916.321945,663232.786537,2288933.489780
248,"","VILLA MARBELLA",18.092304,662983.321855,2288914.133529,663000.404991,2288908.175513,662991.863423,2288911.154521
249,"","VILLA MARBELLA",25.707622,662958.708735,2288921.449369,662983.321855,2288914.133529,662971.184989,2288918.366369
250,"","NACIONES UNIDAS",107.151907,663144.681343,2288760.215193,663062.546303,2288828.734745,663105.153573,2288796.283164
251,"","NACIONES UNIDAS",127.316634,663062.546303,2288828.734745,662948.763007,2288884.359577,663007.954421,2288861.335204
252,"","INGLATERRA",106.038371,663219.660415,2288420.882457,663315.693567,2288375.918361,663267.676991,2288398.400409
253,"","MALAGA",38.079782,663231.771647,2288916.321945,663269.819007,2288914.750873,663250.795327,2288915.536409
254,"","CENTRAL",114.615222,663245.151999,2288803.168921,663269.819007,2288914.750873,663260.626756,2288858.240069
255,"","NACIONES UNIDAS",157.088217,663187.544447,2288711.811865,663320.706047,2288633.535129,663247.904942,2288662.576847
256,"","NACIONES UNIDAS",261.601559,663823.400320,2288434.198553,663586.158080,2288544.411161,663704.461248,2288488.625437
257,"","INGLATERRA",43.705713,663764.373888,2288150.381209,663802.268416,2288128.605209,663783.321152,2288139.493209
258,"","JUAN PALOMAR Y ARIAS",83.605894,663811.057152,2288255.702169,663805.289600,2288172.295449,663808.173376,2288213.998809
259,"","JUAN PALOMAR Y ARIAS",79.837693,663816.564864,2288335.349657,663811.057152,2288255.702169,663813.811008,2288295.525913
260,"","CIRCUITO VALLARTA",115.907700,663754.183808,2288110.215833,663649.405184,2288159.774233,663701.794488,2288134.995016
261,"","CIRCUITO VALLARTA",177.919728,663644.689664,2287969.492121,663702.841088,2288134.499993,663668.103161,2288053.667101
262,"","NOVELISTAS DE LOS",85.144727,663957.940608,2287809.041688,664031.446656,2287766.070936,663994.693632,2287787.556312
263,"","NOVELISTAS DE LOS",75.694881,663893.086208,2287848.075288,663957.940608,2287809.041688,663925.513408,2287828.558488
264,"","NOVELISTAS DE LOS",76.718649,663827.354624,2287887.636761,663893.086208,2287848.075288,663860.220416,2287867.856024
265,"","BENEDETTO CROCE",82.152081,663919.264512,2287736.872472,663957.940608,2287809.041688,663935.939200,2287774.356283
266,"","MANN TOMAS",78.713693,663932.375680,2287974.927769,664008.771456,2287955.991449,663970.620986,2287965.661143
267,"","VICTOR HUGO",92.410937,663801.247872,2287806.827928,663778.802944,2287717.184152,663790.025408,2287762.006040
268,"","FRANCE ANATOLE",134.735996,663932.375680,2287974.927769,663893.086208,2287848.075288,663922.509962,2287908.313097
269,"","VICTOR HUGO",85.422931,663827.354624,2287887.636761,663801.247872,2287806.827928,663810.411126,2287848.544880
270,"","MANN TOMAS",152.620975,663827.354624,2287887.636761,663932.375680,2287974.927769,663865.105631,2287953.849587
271,"","BENEDETTO CROCE",48.717109,663905.719168,2287690.106904,663919.264512,2287736.872472,663912.129408,2287713.606787
272,"","BENEDETTO CROCE",157.414002,664008.771456,2287955.991449,663957.940608,2287809.041688,663993.444350,2287878.791242
273,"","GOETHE",137.192176,663801.247872,2287806.827928,663919.264512,2287736.872472,663860.256192,2287771.850200
274,"","WILDE OSCAR",129.772513,663778.802944,2287717.184152,663905.719168,2287690.106904,663842.261056,2287703.645528
275,"","WILDE OSCAR",78.507222,663702.168960,2287734.197016,663778.802944,2287717.184152,663740.413299,2287725.374464
276,"","NOVELISTAS DE LOS",95.678735,663745.700096,2287937.505689,663827.354624,2287887.636761,663786.507045,2287912.537748
277,"","CIRCUITO VALLARTA",115.573114,663623.355904,2288081.008921,663722.612864,2288021.804185,663672.984424,2288051.406621
278,"","D ANNUNZIO GABRIELE",128.935078,663686.610560,2287661.048344,663812.597632,2287633.672856,663749.535577,2287647.060944
279,"","JUAN PALOMAR Y ARIAS",43.794573,663805.289600,2288172.295449,663802.268416,2288128.605209,663803.779008,2288150.450329
280,"","PIRANDELLO LUIGI",262.918817,664061.775488,2288186.223513,663811.057152,2288255.702169,663932.214338,2288205.345912
281,"","TOLSTOI LEON",260.105607,664063.096576,2288260.391833,663816.564864,2288335.349657,663935.760956,2288283.604961
282,"","INGLATERRA",375.241780,664117.223936,2287927.013785,663802.268416,2288128.605209,663966.669850,2288038.966943
283,"","D ANNUNZIO GABRIELE",72.292825,663963.867776,2287600.742808,664034.672384,2287586.149656,663999.270080,2287593.446232
284,"","D ANNUNZIO GABRIELE",76.171426,663889.456000,2287617.020824,663963.867776,2287600.742808,663926.661888,2287608.881816
285,"","MILLET",55.221918,663707.127040,2286986.427288,663695.679744,2286932.404888,663701.403392,2286959.416088
286,"","MILLET",76.465447,663722.978048,2287061.231768,663707.127040,2286986.427288,663715.052544,2287023.829528
287,"","MILLET",77.858521,663739.117824,2287137.399064,663722.978048,2287061.231768,663731.047936,2287099.315416
288,"","MILLET",76.937538,663755.066752,2287212.665368,663739.117824,2287137.399064,663747.092288,2287175.032216
289,"","MILLET",78.596342,663771.359488,2287289.554456,663755.066752,2287212.665368,663763.213120,2287251.109912
290,"","MILLET",75.936320,663787.100800,2287363.841304,663771.359488,2287289.554456,663779.230144,2287326.697880
291,"","MILLET",75.618246,663802.776192,2287437.816984,663787.100800,2287363.841304,663794.938496,2287400.829144
292,"","MILLET",103.527396,663824.237056,2287539.095576,663802.776192,2287437.816984,663813.506624,2287488.456280
293,"","DA VINCI LEONARDO",150.122643,663802.776192,2287437.816984,663949.531648,2287406.199832,663876.153920,2287422.008408
294,"","DA VINCI LEONARDO",35.865680,663767.714944,2287445.370520,663802.776192,2287437.816984,663785.245568,2287441.593752
295,"","RUBENS",153.887461,663787.100800,2287363.841304,663937.480320,2287331.170968,663862.290560,2287347.506136
296,"","VAN GOGH",36.684192,663735.299968,2287296.295448,663771.359488,2287289.554456,663753.329728,2287292.924952
297,"","GRECO EL",160.478172,663755.066752,2287212.665368,663912.404096,2287181.071000,663833.735424,2287196.868184
298,"","BOTICELLI",38.480015,663701.510016,2287145.545496,663739.117824,2287137.399064,663720.313920,2287141.472280
299,"","REMBRANDT",166.636844,663722.978048,2287061.231768,663886.060672,2287026.998808,663804.519360,2287044.115288
300,"","TIZIANO",39.647257,663668.360064,2286994.735512,663707.127040,2286986.427288,663687.743552,2286990.581400
301,"","TIZIANO",169.391567,663872.665472,2286950.504216,663707.127040,2286986.427288,663789.911618,2286968.536836
302,"","VELAZQUEZ",75.990558,663949.531648,2287406.199832,663937.480320,2287331.170968,663943.505984,2287368.685400
303,"","VELAZQUEZ",103.116576,663965.884928,2287508.011416,663949.531648,2287406.199832,663957.708288,2287457.105624
304,"","VELAZQUEZ",78.956172,663912.404096,2287181.071000,663899.338624,2287103.203352,663905.871360,2287142.137176
305,"","VELAZQUEZ",76.633458,663925.085184,2287256.647960,663912.404096,2287181.071000,663918.744640,2287218.859480
306,"","VELAZQUEZ",75.547093,663925.085184,2287256.647960,663937.480320,2287331.170968,663931.335846,2287293.900746
307,"","VELAZQUEZ",59.258881,663872.665472,2286950.504216,663862.444032,2286892.133528,663867.554752,2286921.318872
308,"","VELAZQUEZ",77.658573,663886.060672,2287026.998808,663872.665472,2286950.504216,663879.363072,2286988.751512
309,"","VELAZQUEZ",77.352881,663899.338624,2287103.203352,663886.060672,2287026.998808,663892.731912,2287065.095548
310,"","DURERO",171.644184,663695.679744,2286932.404888,663862.444032,2286892.133528,663779.242895,2286912.843926
311,"","BOTICELLI",163.829527,663739.117824,2287137.399064,663899.338624,2287103.203352,663819.215107,2287120.240094
312,"","VAN GOGH",157.212641,663771.359488,2287289.554456,663925.085184,2287256.647960,663848.255783,2287273.267132
313,"","DA VINCI LEONARDO",181.212186,663949.531648,2287406.199832,664126.861056,2287368.888472,664038.196352,2287387.544152
314,"","RUBENS",180.872337,664114.419072,2287293.899928,663937.480320,2287331.170968,664025.854940,2287311.971302
315,"","TIZIANO",180.047214,663872.665472,2286950.504216,664048.859520,2286913.464984,663960.703457,2286931.706652
316,"","GRECO EL",165.124367,663912.404096,2287181.071000,664074.110080,2287147.715992,663993.350401,2287164.816467
317,"","VAN GOGH",180.748013,663925.085184,2287256.647960,664101.889536,2287219.223192,664013.416258,2287237.540830
318,"","D ANNUNZIO GABRIELE",78.641913,663889.456000,2287617.020824,663812.597632,2287633.672856,663851.043401,2287625.423793
319,"","DUMAS ALEJANDRO",180.339459,664031.446656,2287766.070936,663963.867776,2287600.742808,663986.955028,2287687.649982
320,"","BENEDETTO CROCE",74.893050,663905.719168,2287690.106904,663889.456000,2287617.020824,663897.152363,2287653.667901
321,"","TORCUATO TASSO",89.953348,663812.597632,2287632.411288,663795.387136,2287544.119704,663803.992383,2287588.265496
322,"","INGLATERRA",160.793691,663441.885440,2288316.833433,663587.507456,2288248.651033,663514.696448,2288282.742233
323,"","INGLATERRA",103.744499,663347.929727,2288360.824857,663441.885440,2288316.833433,663394.907583,2288338.829145
324,"","MABUSE",53.340032,663347.929727,2288229.087641,663347.929727,2288282.427673,663347.929727,2288255.757657
325,"","LEMONNIER",47.548685,663299.474175,2288092.221849,663299.930495,2288044.675353,663299.702335,2288068.448601
326,"","LEMONNIER",47.755031,663299.015807,2288139.974681,663299.474175,2288092.221849,663299.244991,2288116.098265
327,"","LEMONNIER",38.288611,663298.648319,2288178.261529,663299.015807,2288139.974681,663298.832063,2288159.118105
328,"","MABUSE",163.594808,663347.982847,2288149.763609,663348.675071,2287986.170265,663348.328959,2288067.966937
329,"","MABUSE",79.324144,663347.982847,2288149.763609,663347.929727,2288229.087641,663347.929727,2288189.425569
330,"","MABUSE",55.566991,663348.750719,2287841.999256,663348.577023,2287786.432536,663348.663871,2287814.215896
331,"","MABUSE",56.025106,663348.925951,2287898.024089,663348.750719,2287841.999256,663348.838335,2287870.011672
332,"","MABUSE",88.146897,663348.925951,2287898.024089,663348.675071,2287986.170265,663348.861486,2287942.097210
333,"","TOULOUSE LAUTREC",48.663938,663277.080959,2287940.827673,663249.174143,2287900.960537,663263.127551,2287920.894105
334,"","FERNANDEZ DE LIZARDI JOAQUIN",488.140821,663554.055040,2287842.805528,663249.174143,2287900.960537,663425.401109,2287843.163041
335,"","MABUSE",50.934727,663339.194111,2287736.768664,663348.577023,2287786.432536,663346.728753,2287761.095929
336,"","LEMONNIER",56.320418,663299.930495,2288044.675353,663300.471039,2287988.357529,663300.200767,2288016.516441
337,"","CASTELLANOS ROSARIO",56.973915,663298.648319,2288178.261529,663347.982847,2288149.763609,663323.315583,2288164.012569
338,"","NOVELISTAS DE LOS",252.007409,663300.471039,2287988.357529,663552.367360,2287981.164825,663426.401681,2287984.260227
339,"","MABUSE",78.397184,663347.929727,2288282.427673,663347.929727,2288360.824857,663347.929727,2288321.626265
340,"","CANTERA BLANCA",51.483090,663203.163775,2288295.118745,663210.008959,2288346.134681,663206.712561,2288320.605073
341,"","CANTERA BLANCA",28.549280,663197.829631,2288267.077145,663203.163775,2288295.118745,663200.291889,2288281.137822
342,"","VILLAS VALLARTA",122.489479,662878.319999,2288236.633881,662868.555007,2288114.833945,662877.119256,2288175.431378
343,"","C",107.339052,662901.550975,2288216.493977,662987.922303,2288152.762777,662944.736639,2288184.628377
344,"","VILLAS VALLARTA",87.315116,662995.359999,2288238.498969,662987.922303,2288151.501209,662991.641177,2288195.000087
345,"","VILLAS VALLARTA CONDOMICO D",115.473196,662878.287615,2288215.595929,662993.674879,2288220.049945,662935.981245,2288217.822980
346,"","CORONA RAMON GENERAL",57.868574,662900.416255,2288009.166233,662958.121983,2288004.827929,662929.269119,2288006.997081
347,"","NOVELISTAS DE LOS",49.179199,663026.618495,2288000.069401,663075.693567,2287996.870809,663051.156031,2287998.470105
348,"","NOVELISTAS DE LOS",94.389822,663127.370623,2287993.568537,663221.725567,2287991.002777,663174.548095,2287992.285657
349,"","CASTELLANOS ROSARIO",38.645294,662951.504255,2288079.488025,662928.790271,2288048.222489,662940.147263,2288063.855257
350,"","CASTELLANOS ROSARIO",40.494262,662975.305087,2288112.249369,662951.504255,2288079.488025,662963.404671,2288095.868697
351,"","CASTELLANOS ROSARIO",30.047230,662992.965503,2288136.558745,662975.305087,2288112.249369,662984.135295,2288124.404057
352,"","CASTELLANOS ROSARIO",194.990177,663176.786303,2288193.708697,662998.926335,2288144.643225,663079.392563,2288193.689267
353,"","ARIOSTO",147.668738,662993.992959,2288055.579161,663141.567999,2288050.319513,663067.780479,2288052.949337
354,"","CAVAFIS",63.478321,663030.631423,2288107.416601,662993.992959,2288055.579161,663012.312221,2288081.497859
355,"","TOULOUSE LAUTREC",48.435182,663221.281151,2287861.113368,663193.505535,2287821.433624,663207.393343,2287841.273496
356,"","INDEPENDENCIA",11.155367,662964.174335,2287719.332120,662962.091007,2287708.373016,662963.132671,2287713.852568
357,"","INDEPENDENCIA",6.359572,662965.362047,2287725.579800,662964.174335,2287719.332120,662964.768191,2287722.455960
358,"","INDEPENDENCIA",13.506758,662967.884543,2287738.848920,662965.362047,2287725.579800,662966.623295,2287732.214360
359,"","D ANNUNZIO GABRIELE",253.447634,663193.505535,2287821.433624,663026.618495,2288000.069401,663090.454033,2287895.066275
360,"","TOULOUSE LAUTREC",128.935164,663193.505535,2287821.433624,663149.106943,2287700.451864,663171.086911,2287761.056734
361,"","WILDE OSCAR",203.829357,663075.693567,2287996.870809,663221.281151,2287861.113368,663138.628189,2287920.674042
362,"","CAVAFIS",62.148326,662993.992959,2288055.579161,662958.121983,2288004.827929,662976.057471,2288030.203545
363,"","CAVAFIS",148.204663,663030.631423,2288107.416601,663164.988927,2288145.141529,663090.904493,2288145.919169
364,"","JUAN DIAZ C.",47.623377,662992.965503,2288135.297177,663030.631423,2288106.155033,663011.798464,2288120.726106
365,"","CASTELLANOS ROSARIO",48.275003,662928.790271,2288048.222489,662900.416255,2288009.166233,662914.603263,2288028.694361
366,"","CASTELLANOS ROSARIO",10.047073,662998.926335,2288144.643225,662992.965503,2288136.558745,662995.918140,2288140.622961
367,"","NOVELISTAS DE LOS",51.783662,663075.693567,2287996.870809,663127.370623,2287993.568537,663101.530581,2287995.186866
368,"","CORONA RAMON GENERAL",68.662437,662958.121983,2288004.827929,663026.618495,2288000.069401,662992.359962,2288002.302216
369,"","C",13.675373,662987.922303,2288152.762777,662998.926335,2288144.643225,662993.424323,2288148.703006
370,"","B",120.622614,662877.830399,2288183.302169,662975.305087,2288112.249369,662926.567744,2288147.775770
371,"","A",98.041378,662872.584831,2288137.658777,662951.504255,2288079.488025,662912.044554,2288108.573415
372,"","CANTERA BLANCA",58.499904,663141.567999,2288050.319513,663127.370623,2287993.568537,663134.469311,2288021.944025
373,"","CANTERA BLANCA",48.248099,663153.153919,2288097.155865,663141.567999,2288050.319513,663147.367377,2288073.736093
374,"","CANTERA BLANCA",49.423606,663164.988927,2288145.141529,663153.153919,2288097.155865,663159.081529,2288121.146210
375,"","CANTERA BLANCA",49.979833,663176.786303,2288193.708697,663164.988927,2288145.141529,663170.937029,2288169.413241
